Library,Plate,Row,Col,CNAME,Name_Adduct,Jaclyn's Observations,Color Code,Library_Isomer,Formula,Monoisotopic_mass,HMDBID,KEGGID,Column,Adduct,KEGG_col_adduct,mz_lib,time_lib
GUTMLS,2,FALSE,3,4-Hydroxycyclohexylcarboxylic acid,4-Hydroxycyclohexylcarboxylic acid_M+NH4,pass,g,,C7H12O3,144.0786443,HMDB0001988,NA,HILIC,M+NH4,NA_HILIC_M+NH4,162.112474,152.2
GUTMLS,2,FALSE,3,4-Hydroxycyclohexylcarboxylic acid,4-Hydroxycyclohexylcarboxylic acid_3M+H,pass but diff RT and 2e7???,g,,C7H12O3,144.0786443,HMDB0001988,NA,HILIC,3M+H,NA_HILIC_3M+H,433.243209,49.3
GUTMLS,2,H,4,7-Methylxanthine,7-Methylxanthine_M+2ACN+H,pass but poor peak shape and early elute,y,,C6H6N4O2,166.0490755,HMDB0001991,C16353,HILIC,M+2ACN+H,C16353_HILIC_M+2ACN+H,249.109446,56.9
Ken-IDX,4,F,2,"L-2,3-DIAMINOPROPIONIC ACID","L-2,3-DIAMINOPROPIONIC ACID_M+H",pass,g,,C3H8N2O2,104.0586,HMDB0002006,C03401,HILIC,M+H,C03401_HILIC_M+H,105.065876,214.91862
GUTMLS,1,B,11,Butyrylcarnitine,Butyrylcarnitine_M+H,pass,g,yes,C11H21NO4,231.1470582,HMDB0002013,HMDB-correct mass,HILIC,M+H,HMDB-correct mass_HILIC_M+H,232.154334,95.3
GUTMLS,1,B,11,Butyrylcarnitine,Butyrylcarnitine_M+2Na-H,pass,g,,C11H21NO4,231.1470582,HMDB0002013,HMDB-correct mass,HILIC,M+2Na-H,HMDB-correct mass_HILIC_M+2Na-H,276.118222,194.9
Ken-IDX,4,C,6,4-IMIDAZOLEACETIC ACID,4-IMIDAZOLEACETIC ACID_M+H,pass,g,yes,C5H6N2O2,126.0429,HMDB0002024,C02835,HILIC,M+H,C02835_HILIC_M+H,127.050176,157.668372
Ken-IDX,4,C,6,4-IMIDAZOLEACETIC ACID,4-IMIDAZOLEACETIC ACID_M+2Na-H,pass,g,,C5H6N2O2,126.0429,HMDB0002024,C02835,HILIC,M+2Na-H,C02835_HILIC_M+2Na-H,171.014064,174.256998
GUTMLS,1,A,3,4-Hydroxycinnamic acid,4-Hydroxycinnamic acid_M+2K-H,pass,g,,C9H8O3,164.0473441,HMDB0002035,C00811,HILIC,M+2K-H,C00811_HILIC_M+2K-H,240.966388,169.7
GUTMLS,2,FALSE,1,m-Cresol,m-Cresol_M-H2O+H,pass but early RT ,g,,C7H8O,108.0575149,HMDB0002048,C01467,HILIC,M-H2O+H,C01467_HILIC_M-H2O+H,91.054227,48.8
Ken-IDX,4,A,2,N-ACETYLPUTRESCINE,N-ACETYLPUTRESCINE_M+H-H2O,adduct strutcurally unlikely ,y,,C6H14N2O,130.1106,HMDB0002064,C02714,HILIC,M+H-H2O,C02714_HILIC_M+H-H2O,113.107312,176.599104
Ken-IDX,4,A,2,N-ACETYLPUTRESCINE,N-ACETYLPUTRESCINE_M+H,pass,g,,C6H14N2O,130.1106,HMDB0002064,C02714,HILIC,M+H,C02714_HILIC_M+H,131.117876,145.63854
GUTMLS,1,E,6,Palmitoylethanolamide,Palmitoylethanolamide_M+H,pass,g,,C18H37NO2,299.2824294,HMDB0002100,C16512,HILIC,M+H,C16512_HILIC_M+H,300.289705,49.6
Ken-IDX,7,C,6,ARACHIDIC ACID,ARACHIDIC ACID_M+3H,pass,g,,C20H40O2,312.3028,HMDB0002212,C06425,HILIC,M+3H,C06425_HILIC_M+3H,105.108209,125.06055
Ken-IDX,3,D,11,LAUROYLCARNITINE,LAUROYLCARNITINE_M+H,pass,g,,C19H37NO4,343.2723,HMDB0002250,NA,HILIC,M+H,NA_HILIC_M+H,344.279576,57.995856
GUTMLS,2,B,6,Imidazolepropionic acid,Imidazolepropionic acid_M+H-CH2O2,pass,g,,C6H8N2O2,140.0585775,HMDB0002271,C20522,HILIC,M+H-CH2O2,C20522_HILIC_M+H-CH2O2,95.060375,148
GUTMLS,2,B,6,Imidazolepropionic acid,Imidazolepropionic acid_M-H2O+H,pass,g,,C6H8N2O2,140.0585775,HMDB0002271,C20522,HILIC,M-H2O+H,C20522_HILIC_M-H2O+H,123.055289,146.3
GUTMLS,2,B,6,Imidazolepropionic acid,Imidazolepropionic acid_M+H,pass - coelute,g,yes -but different time,C6H8N2O2,140.0585775,HMDB0002271,C20522,HILIC,M+H,C20522_HILIC_M+H,141.065854,148.8
GUTMLS,2,B,6,Imidazolepropionic acid,Imidazolepropionic acid_M+H+H2O,pass - no coelute,g,yes,C6H8N2O2,140.0585775,HMDB0002271,C20522,HILIC,M+H+H2O,C20522_HILIC_M+H+H2O,159.076414,189.3
Ken-IDX,3,E,9,L-HOMOCYSTEINE THIOLACTONE,L-HOMOCYSTEINE THIOLACTONE_M+H-H2O,pass,g,,C4H7NOS,117.0248,HMDB0002287,NA,HILIC,M+H-H2O,NA_HILIC_M+H-H2O,100.021512,116.433
Ken-IDX,3,E,9,L-HOMOCYSTEINE THIOLACTONE,L-HOMOCYSTEINE THIOLACTONE_M+H,pass,g,,C4H7NOS,117.0248,HMDB0002287,NA,HILIC,M+H,NA_HILIC_M+H,118.032076,119.676
GUTMLS,1,C,3,"1,11-Undecanedicarboxylate","1,11-Undecanedicarboxylate_M+H-2H2O",pass -early rt,y,,C13H24O4,244.1674593,HMDB0002327,NA,HILIC,M+H-2H2O,NA_HILIC_M+H-2H2O,209.153057,46.6
GUTMLS,1,C,3,"1,11-Undecanedicarboxylate","1,11-Undecanedicarboxylate_M+ACN+H",pass,g,,C13H24O4,244.1674593,HMDB0002327,NA,HILIC,M+ACN+H,NA_HILIC_M+ACN+H,286.201282,77.1
GUTMLS,2,B,3,Sumiki's acid,Sumiki's acid_M+NH4,passed - worse than c18pos - peak is jagged,g,,C6H6O4,142.0266087,HMDB0002432,C20448,HILIC,M+NH4,C20448_HILIC_M+NH4,160.060439,214.4
Ken-IDX,4,A,6,6-HYDROXYNICOTINATE,6-HYDROXYNICOTINATE_M+H,pass,g,,C6H5NO3,139.0269,HMDB0002658,C01020,HILIC,M+H,C01020_HILIC_M+H,140.034176,84.349338
Ken-IDX,3,G,3,THIAMINE MONOPHOSPHATE,THIAMINE MONOPHOSPHATE_M+H,pass,g,,C12H17N4O4PS,344.0714,HMDB0002666,C01081,HILIC,M+H,C01081_HILIC_M+H,345.078676,207.775014
Ken-IDX,3,G,3,THIAMINE MONOPHOSPHATE,THIAMINE MONOPHOSPHATE_M+Na,pass,g,,C12H17N4O4PS,344.0714,HMDB0002666,C01081,HILIC,M+Na,C01081_HILIC_M+Na,367.06062,208.604682
GUTMLS,1,D,10,Naringenin,Naringenin_2M+ACN+Na,pass,g,,C15H12O5,272.0684735,HMDB0002670,C00509,HILIC,2M+ACN+Na,C00509_HILIC_2M+ACN+Na,608.152712,53.4
Ken-IDX,2,H,10,L-CYSTEIC ACID,L-CYSTEIC ACID_M+H,pass,g,,C3H7NO5S,169.0045,HMDB0002757,C00506,HILIC,M+H,C00506_HILIC_M+H,170.011776,191.13051
Ken-IDX,2,H,10,L-CYSTEIC ACID,L-CYSTEIC ACID_M+2Na-H,pass,g,,C3H7NO5S,169.0045,HMDB0002757,C00506,HILIC,M+2Na-H,C00506_HILIC_M+2Na-H,213.975664,190.1196
GUTMLS,2,G,11,Methylimidazoleacetic acid,Methylimidazoleacetic acid_M+H,pass,g,yes -but different time,C6H8N2O2,140.0585775,HMDB0002820,C05828,HILIC,M+H,C05828_HILIC_M+H,141.065854,163.7
GUTMLS,2,G,11,Methylimidazoleacetic acid,Methylimidazoleacetic acid_M+H+H2O,pass,g,yes,C6H8N2O2,140.0585775,HMDB0002820,C05828,HILIC,M+H+H2O,C05828_HILIC_M+H+H2O,159.076414,189.3
Ken-IDX,4,D,12,THEOBROMINE,THEOBROMINE_M+NH4,pass,g,yes,C7H8N4O2,180.0647,HMDB0002825,C07480,HILIC,M+NH4,C07480_HILIC_M+NH4,198.09853,57.2063364
Ken-IDX,3,B,1,5-METHYLCYTOSINE HYDROCLORIDE,5-METHYLCYTOSINE HYDROCLORIDE_M+H-H2O,pass,g,,C5H7N3O,125.0589,HMDB0002894,C02376,HILIC,M+H-H2O,C02376_HILIC_M+H-H2O,108.055612,140.701602
Ken-IDX,3,B,1,5-METHYLCYTOSINE HYDROCLORIDE,5-METHYLCYTOSINE HYDROCLORIDE_M+H-NH3,pass,g,,C5H7N3O,125.0589,HMDB0002894,C02376,HILIC,M+H-NH3,C02376_HILIC_M+H-NH3,109.039627,143.305008
Ken-IDX,3,B,1,5-METHYLCYTOSINE HYDROCLORIDE,5-METHYLCYTOSINE HYDROCLORIDE_M+H,pass,g,,C5H7N3O,125.0589,HMDB0002894,C02376,HILIC,M+H,C02376_HILIC_M+H,126.066176,137.266818
Ken-IDX,1,E,12,SHIKIMATE,SHIKIMATE_M+Na,pass,g,,C7H10O5,174.0528,HMDB0003070,C00493,HILIC,M+Na,C00493_HILIC_M+Na,197.04202,183.818076
Ken-IDX,1,E,12,SHIKIMATE,SHIKIMATE_M+2Na-H,pass,g,,C7H10O5,174.0528,HMDB0003070,C00493,HILIC,M+2Na-H,C00493_HILIC_M+2Na-H,219.023964,183.392718
GUTMLS,2,FALSE,5,1-Methyluric acid,1-Methyluric acid_2M+K,pass,g,,C6H6N4O3,182.0439901,HMDB0003099,C16359,HILIC,2M+K,C16359_HILIC_2M+K,403.05114,212
GUTMLS,2,A,3,N-Methylnicotinamide,N-Methylnicotinamide_M+H,pass,g,,C7H8N2O,136.0636629,HMDB0003152,NA,HILIC,M+H,NA_HILIC_M+H,137.070939,62.7
GUTMLS,2,A,3,N-Methylnicotinamide,N-Methylnicotinamide_2M+Na,pass - diff RT,g,,C7H8N2O,136.0636629,HMDB0003152,NA,HILIC,2M+Na,NA_HILIC_2M+Na,295.116546,49.5
Ken-IDX,4,E,1,N-AMIDINO-L-ASPARTATE,N-AMIDINO-L-ASPARTATE_M+H-H2O,pass,g,,C5H9N3O4,175.0593,HMDB0003157,C03139,HILIC,M+H-H2O,C03139_HILIC_M+H-H2O,158.056012,182.993004
Ken-IDX,4,E,1,N-AMIDINO-L-ASPARTATE,N-AMIDINO-L-ASPARTATE_M+Na,pass,g,,C5H9N3O4,175.0593,HMDB0003157,C03139,HILIC,M+Na,C03139_HILIC_M+Na,198.04852,182.667
Ken-IDX,4,E,1,N-AMIDINO-L-ASPARTATE,N-AMIDINO-L-ASPARTATE_M+2Na-H,pass,g,,C5H9N3O4,175.0593,HMDB0003157,C03139,HILIC,M+2Na-H,C03139_HILIC_M+2Na-H,220.030464,182.994
Ken-IDX,4,B,10,D-(+)-RAFFINOSE,D-(+)-RAFFINOSE_M+NH4,pass,g,,C18H32O16,504.169,HMDB0003213,C00492,HILIC,M+NH4,C00492_HILIC_M+NH4,522.20283,200.97834
Ken-IDX,4,B,10,D-(+)-RAFFINOSE,D-(+)-RAFFINOSE_M+Na,pass,g,,C18H32O16,504.169,HMDB0003213,C00492,HILIC,M+Na,C00492_HILIC_M+Na,527.15822,199.605834
GUTMLS,2,H,10,Muramic acid,Muramic acid_M+H-2H2O,pass,g,,C9H17NO7,251.1005,HMDB0003254,C06470,HILIC,M+H-2H2O,C06470_HILIC_M+H-2H2O,216.0861,60.3
GUTMLS,2,H,10,Muramic acid,Muramic acid_M+H-H4O2,pass,g,,C9H17NO7,251.1005,HMDB0003254,C06470,HILIC,M+H-H4O2,C06470_HILIC_M+H-H4O2,216.0866,60.3
GUTMLS,1,B,6,Daidzein,Daidzein_M+H,pass,g,,C15H10O4,254.0579088,HMDB0003312,C10208,HILIC,M+H,C10208_HILIC_M+H,255.065185,55.1
Ken-IDX,2,D,1,1-METHYLADENOSINE,1-METHYLADENOSINE_M+H,pass,g,,C11H15N5O4,281.1124,HMDB0003331,C02494,HILIC,M+H,C02494_HILIC_M+H,282.119676,93.028002
Ken-IDX,2,D,1,1-METHYLADENOSINE,1-METHYLADENOSINE_M+Na,pass,g,,C11H15N5O4,281.1124,HMDB0003331,C02494,HILIC,M+Na,C02494_HILIC_M+Na,304.10162,166.948344
Ken-IDX,6,G,4,ALPHA-D-GLUCOSE,ALPHA-D-GLUCOSE_M+NH4,early elute,y,yes,C6H12O6,180.0634,HMDB0003345,C00267,HILIC,M+NH4,C00267_HILIC_M+NH4,198.09723,57.2063364
GUTMLS,2,D,2,5-Aminopentanoic acid,5-Aminopentanoic acid_M+H,passed - but poor peak quality,g,,C5H11NO2,117.0789786,HMDB0003355,C00431,HILIC,M+H,C00431_HILIC_M+H,118.086255,161.9
GUTMLS,2,D,2,5-Aminopentanoic acid,5-Aminopentanoic acid_M+Na,passed ,g,,C5H11NO2,117.0789786,HMDB0003355,C00431,HILIC,M+Na,C00431_HILIC_M+Na,140.068199,169.2
GUTMLS,2,D,2,5-Aminopentanoic acid,5-Aminopentanoic acid_M+K,passed,g,,C5H11NO2,117.0789786,HMDB0003355,C00431,HILIC,M+K,C00431_HILIC_M+K,156.042139,162.6
GUTMLS,2,D,2,5-Aminopentanoic acid,5-Aminopentanoic acid_M+2Na-H,passed,g,,C5H11NO2,117.0789786,HMDB0003355,C00431,HILIC,M+2Na-H,C00431_HILIC_M+2Na-H,162.050143,167.3
GUTMLS,2,D,2,5-Aminopentanoic acid,5-Aminopentanoic acid_2M+K,passed,g,,C5H11NO2,117.0789786,HMDB0003355,C00431,HILIC,2M+K,C00431_HILIC_2M+K,273.121117,162.8
Ken-IDX,6,G,10,D-TAGATOSE,D-TAGATOSE_M+NH4,early elute,y,yes,C6H12O6,180.0634,HMDB0003418,C00795,HILIC,M+NH4,C00795_HILIC_M+NH4,198.09723,57.2063364
Ken-IDX,4,B,3,L-HISTIDINOL,L-HISTIDINOL_M+H-H2O,pass,g,,C6H11N3O,141.0902,HMDB0003431,C00860,HILIC,M+H-H2O,C00860_HILIC_M+H-H2O,124.086912,203.162142
Ken-IDX,4,B,3,L-HISTIDINOL,L-HISTIDINOL_M+H,pass,g,,C6H11N3O,141.0902,HMDB0003431,C00860,HILIC,M+H,C00860_HILIC_M+H,142.097476,201.429462
Ken-IDX,4,B,3,L-HISTIDINOL,L-HISTIDINOL_M+Na,pass,g,,C6H11N3O,141.0902,HMDB0003431,C00860,HILIC,M+Na,C00860_HILIC_M+Na,164.07942,202.04487
Ken-IDX,5,D,7,INDOLE-3-ETHANOL,INDOLE-3-ETHANOL_M+H-H2O,diff RT - much more abdundant,y,,C10H11NO,161.0841,HMDB0003447,C00955,HILIC,M+H-H2O,C00955_HILIC_M+H-H2O,144.080812,71.085918
Ken-IDX,5,D,7,INDOLE-3-ETHANOL,INDOLE-3-ETHANOL_M+H,poor shape and early elute,y,,C10H11NO,161.0841,HMDB0003447,C00955,HILIC,M+H,C00955_HILIC_M+H,162.091376,55.603659
Ken-IDX,3,G,9,4-GUANIDINOBUTANOATE,4-GUANIDINOBUTANOATE_M+H-H2O,pass,g,,C5H11N3O2,145.0851,HMDB0003464,C01035,HILIC,M+H-H2O,C01035_HILIC_M+H-H2O,128.081812,140.799522
Ken-IDX,3,G,9,4-GUANIDINOBUTANOATE,4-GUANIDINOBUTANOATE_M+H,pass,g,,C5H11N3O2,145.0851,HMDB0003464,C01035,HILIC,M+H,C01035_HILIC_M+H,146.092376,141.47262
Ken-IDX,5,C,2,"3,5-DIIODO-L-TYROSINE","3,5-DIIODO-L-TYROSINE_M+H",pass,g,,C9H9I2NO3,432.8672,HMDB0003474,C01060,HILIC,M+H,C01060_HILIC_M+H,433.874476,147.070998
Ken-IDX,3,G,2,PHYTIC ACID,PHYTIC ACID_M+H-2H2O,pass,g,,C6H18O24P6,659.8614,HMDB0003502,C01204,HILIC,M+H-2H2O,C01204_HILIC_M+H-2H2O,624.846998,163.15908
Ken-IDX,4,G,1,STACHYOSE,STACHYOSE_M+NH4,pass,g,,C24H42O21,666.2219,HMDB0003553,C01613,HILIC,M+NH4,C01613_HILIC_M+NH4,684.25573,210.863016
Ken-IDX,4,G,1,STACHYOSE,STACHYOSE_M+Na,pass,g,,C24H42O21,666.2219,HMDB0003553,C01613,HILIC,M+Na,C01613_HILIC_M+Na,689.21112,210.628854
Ken-IDX,6,A,4,DETHIOBIOTIN,DETHIOBIOTIN_M+H-H2O,pass,g,,C10H18N2O3,214.1317,HMDB0003581,C01909,HILIC,M+H-H2O,C01909_HILIC_M+H-H2O,197.128412,60.550812
Ken-IDX,6,A,4,DETHIOBIOTIN,DETHIOBIOTIN_M+H,pass,g,,C10H18N2O3,214.1317,HMDB0003581,C01909,HILIC,M+H,C01909_HILIC_M+H,215.138976,59.7045456
Ken-IDX,6,A,4,DETHIOBIOTIN,DETHIOBIOTIN_M+Na,pass,g,,C10H18N2O3,214.1317,HMDB0003581,C01909,HILIC,M+Na,C01909_HILIC_M+Na,237.12092,59.129001
GUTMLS,2,A,1,N-Methylhydantoin,N-Methylhydantoin_M+NH4,pass,g,,C4H6N2O2,114.0429274,HMDB0003646,C02565,HILIC,M+NH4,C02565_HILIC_M+NH4,132.076757,176.9
GUTMLS,2,A,1,N-Methylhydantoin,N-Methylhydantoin_M+H+H2O,pass - coelute,g,,C4H6N2O2,114.0429274,HMDB0003646,C02565,HILIC,M+H+H2O,C02565_HILIC_M+H+H2O,133.060763,189.8
GUTMLS,2,A,1,N-Methylhydantoin,N-Methylhydantoin_M+CH4O+H,pass - coelute,g,,C4H6N2O2,114.0429274,HMDB0003646,C02565,HILIC,M+CH4O+H,C02565_HILIC_M+CH4O+H,147.076413,186.8
GUTMLS,2,A,1,N-Methylhydantoin,N-Methylhydantoin_M+CH3OH+H,pass - coelute,g,,C4H6N2O2,114.0429274,HMDB0003646,C02565,HILIC,M+CH3OH+H,C02565_HILIC_M+CH3OH+H,147.076416,186.8
GUTMLS,2,A,1,N-Methylhydantoin,N-Methylhydantoin_M+ACN+H,pass,g,,C4H6N2O2,114.0429274,HMDB0003646,C02565,HILIC,M+ACN+H,C02565_HILIC_M+ACN+H,156.07675,199.7
Ken-IDX,2,D,7,4-ACETAMIDOBUTANOATE,4-ACETAMIDOBUTANOATE_M+Na,pass,g,,C6H11NO3,145.0739,HMDB0003681,C02946,HILIC,M+Na,C02946_HILIC_M+Na,168.06312,63.861996
Ken-IDX,2,D,7,4-ACETAMIDOBUTANOATE,4-ACETAMIDOBUTANOATE_M+2Na-H,pass,g,,C6H11NO3,145.0739,HMDB0003681,C02946,HILIC,M+2Na-H,C02946_HILIC_M+2Na-H,190.045064,58.912002
Ken-IDX,2,B,9,SELENOMETHIONINE,SELENOMETHIONINE_M+H-NH3,pass,g,,C5H11NO2Se,196.9955,HMDB0003966,C05335,HILIC,M+H-NH3,C05335_HILIC_M+H-NH3,180.976227,158.067996
Ken-IDX,2,B,9,SELENOMETHIONINE,SELENOMETHIONINE_M+K,pass,g,,C5H11NO2Se,196.9955,HMDB0003966,C05335,HILIC,M+K,C05335_HILIC_M+K,235.95866,189.318492
Ken-IDX,2,D,9,MELANIN,MELANIN_M+H-2H2O,poor peak shape but structure likely,y,,C18H10N2O4,318.0641,HMDB0004068,C05606,HILIC,M+H-2H2O,C05606_HILIC_M+H-2H2O,283.049698,155.071836
GUTMLS,2,B,2,Tyrosol,Tyrosol_3M+H,pass - maybe forms a ,g,,C8H10O2,138.0680796,HMDB0004284,C06044,HILIC,3M+H,C06044_HILIC_3M+H,415.211515,48.9
GUTMLS,1,H,11,5-Acetylamino-6-amino-3-methyluracil,5-Acetylamino-6-amino-3-methyluracil_M-H2O+H,pass,g,,C7H10N4O3,198.0752902,HMDB0004400,C16366,HILIC,M-H2O+H,C16366_HILIC_M-H2O+H,181.072002,53.4
GUTMLS,1,A,11,"12,13-DiHOME","12,13-DiHOME_M+2Na",pass,g,,C18H34O4,314.2457096,HMDB0004705,C14829,HILIC,M+2Na,C14829_HILIC_M+2Na,180.112075,64.6
Ken-IDX,3,C,10,OCTOPAMINE,OCTOPAMINE_M+NH4,pass,g,yes -but different time,C8H11NO2,153.079,HMDB0004825,C04227,HILIC,M+NH4,C04227_HILIC_M+NH4,171.11283,179.078352
GUTMLS,1,E,3,Proline betaine,Proline betaine_M+H,pass,g,,C7H13NO2,143.0946287,HMDB0004827,C10172,HILIC,M+H,C10172_HILIC_M+H,144.101905,161
GUTMLS,1,E,3,Proline betaine,Proline betaine_M+NH4,pass but diff RT,g,,C7H13NO2,143.0946287,HMDB0004827,C10172,HILIC,M+NH4,C10172_HILIC_M+NH4,161.128459,194.5
GUTMLS,1,E,3,Proline betaine,Proline betaine_M+H+H2O,pass,g,,C7H13NO2,143.0946287,HMDB0004827,C10172,HILIC,M+H+H2O,C10172_HILIC_M+H+H2O,162.112465,152.2
GUTMLS,1,E,3,Proline betaine,Proline betaine_M+CH4O+H,signal there but low abundance and doesn’t coelute,y,,C7H13NO2,143.0946287,HMDB0004827,C10172,HILIC,M+CH4O+H,C10172_HILIC_M+CH4O+H,176.128115,92.5
GUTMLS,1,E,3,Proline betaine,Proline betaine_M+CH3OH+H,signal there but low abundance and doesn’t coelute,y,,C7H13NO2,143.0946287,HMDB0004827,C10172,HILIC,M+CH3OH+H,C10172_HILIC_M+CH3OH+H,176.128118,92.5
GUTMLS,1,E,3,Proline betaine,Proline betaine_M+K,pass and co-elutes with _H,g,,C7H13NO2,143.0946287,HMDB0004827,C10172,HILIC,M+K,C10172_HILIC_M+K,182.057789,162
GUTMLS,1,H,12,Tetradecanoylcarnitine,Tetradecanoylcarnitine_M+2H+Na,maybe pass - check peak intensity - two peaks,y,,C21H42NO4,371.3035588,HMDB0005066,NA,HILIC,M+2H+Na,NA_HILIC_M+2H+Na,132.102443,46.8
GUTMLS,1,H,12,Tetradecanoylcarnitine,Tetradecanoylcarnitine_M+H,pass,g,,C21H42NO4,371.3035588,HMDB0005066,NA,HILIC,M+H,NA_HILIC_M+H,372.310835,62.8
Ken-IDX,4,F,1,OPHTHALMIC ACID,OPHTHALMIC ACID_M+H,pass,g,,C11H19N3O6,289.1274,HMDB0005765,NA,HILIC,M+H,NA_HILIC_M+H,290.134676,180.402486
Ken-IDX,4,F,1,OPHTHALMIC ACID,OPHTHALMIC ACID_M+Na,pass,g,,C11H19N3O6,289.1274,HMDB0005765,NA,HILIC,M+Na,NA_HILIC_M+Na,312.11662,180.944496
Ken-IDX,4,F,1,OPHTHALMIC ACID,OPHTHALMIC ACID_M+2Na-H,pass,g,,C11H19N3O6,289.1274,HMDB0005765,NA,HILIC,M+2Na-H,NA_HILIC_M+2Na-H,334.098564,181.15032
Ken-IDX,6,D,12,3-METHYLBUTANOL,3-METHYLBUTANOL_M+2Na-H,pass,g,,C5H12O,88.0888,HMDB0006007,C07328,HILIC,M+2Na-H,C07328_HILIC_M+2Na-H,133.059964,195.710322
Ken-IDX,3,A,4,MEVALOLACTONE,MEVALOLACTONE_M+2Na-H,poor peak shape,y,yes,C6H10O3,130.063,HMDB0006024,NA,HILIC,M+2Na-H,NA_HILIC_M+2Na-H,175.034164,163.259838
Ken-IDX,2,G,2,N-ALPHA-ACETYL-L-ASPARAGINE,N-ALPHA-ACETYL-L-ASPARAGINE_M+2H,pass,g,,C6H10N2O4,174.0641,HMDB0006028,NA,HILIC,M+2H,NA_HILIC_M+2H,88.039326,134.348004
Ken-IDX,2,G,2,N-ALPHA-ACETYL-L-ASPARAGINE,N-ALPHA-ACETYL-L-ASPARAGINE_M+H-NH3,pass,g,,C6H10N2O4,174.0641,HMDB0006028,NA,HILIC,M+H-NH3,NA_HILIC_M+H-NH3,158.044827,136.554
Ken-IDX,2,G,2,N-ALPHA-ACETYL-L-ASPARAGINE,N-ALPHA-ACETYL-L-ASPARAGINE_M+H,pass,g,,C6H10N2O4,174.0641,HMDB0006028,NA,HILIC,M+H,NA_HILIC_M+H,175.071376,135.964596
Ken-IDX,2,G,2,N-ALPHA-ACETYL-L-ASPARAGINE,N-ALPHA-ACETYL-L-ASPARAGINE_M+Na,pass,g,,C6H10N2O4,174.0641,HMDB0006028,NA,HILIC,M+Na,NA_HILIC_M+Na,197.05332,135.7785
Ken-IDX,2,G,2,N-ALPHA-ACETYL-L-ASPARAGINE,N-ALPHA-ACETYL-L-ASPARAGINE_M+K,pass,g,,C6H10N2O4,174.0641,HMDB0006028,NA,HILIC,M+K,NA_HILIC_M+K,213.02726,133.72899
GUTMLS,1,C,4,16-Hydroxy hexadecanoic acid,16-Hydroxy hexadecanoic acid_2M+ACN+Na,pass - early elute,y,yes,C16H32O3,272.2351449,HMDB0006294,C18218,HILIC,2M+ACN+Na,C18218_HILIC_2M+ACN+Na,608.486055,46.1
GUTMLS,1,C,4,16-Hydroxy hexadecanoic acid,16-Hydroxy hexadecanoic acid_3M+H,pass - coelutes with 2h20,g,yes,C16H32O3,272.2351449,HMDB0006294,C18218,HILIC,3M+H,C18218_HILIC_3M+H,817.712711,158.3
GUTMLS,1,E,4,Phenylacetylglutamine,Phenylacetylglutamine_M+H,pass,g,,C13H16N2O4,264.111007,HMDB0006344,C04148,HILIC,M+H,C04148_HILIC_M+H,265.118283,76.4
GUTMLS,1,C,12,Arachidonoylcarnitine,Arachidonoylcarnitine_M+H,pass,g,,C27H46NO4,447.3348589,HMDB0006455,NA,HILIC,M+H,NA_HILIC_M+H,448.342135,62.4
Ken-IDX,1,A,11,D-ASPARTATE,D-ASPARTATE_M+2Na-H,pass,g,,C4H7NO4,133.0375,HMDB0006483,C00402,HILIC,M+2Na-H,C00402_HILIC_M+2Na-H,178.008664,190.530012
GUTMLS,2,D,10,4-Acetamidophenylglucuronide,4-Acetamidophenylglucuronide_M+NH4,pass,g,,C14H17NO8,327.0954165,HMDB0010316,NA,HILIC,M+NH4,NA_HILIC_M+NH4,345.129246,152.7
GUTMLS,1,G,7,"1,7-Dimethyluric acid","1,7-Dimethyluric acid_M+2Na-H",pass,g,,C7H8N4O3,196.0596401,HMDB0011103,C16356,HILIC,M+2Na-H,C16356_HILIC_M+2Na-H,241.030804,210.1
Ken-IDX,6,E,2,3-METHYLADENINE,3-METHYLADENINE_M+H-NH3,pass,g,,C6H7N5,149.0701,HMDB0011600,C00913,HILIC,M+H-NH3,C00913_HILIC_M+H-NH3,133.050827,139.305
Ken-IDX,6,E,2,3-METHYLADENINE,3-METHYLADENINE_M+H,pass,g,,C6H7N5,149.0701,HMDB0011600,C00913,HILIC,M+H,C00913_HILIC_M+H,150.077376,137.20233
Ken-IDX,3,A,3,"ADENOSINE 2',3'-CYCLIC MONOPHOSPHATE","ADENOSINE 2',3'-CYCLIC MONOPHOSPHATE_M+2Na-H",pass,g,,C10H12N5O6P,329.0525,HMDB0011616,C08355,HILIC,M+2Na-H,C08355_HILIC_M+2Na-H,374.023664,168.095238
GUTMLS,1,H,5,Cinnamoylglycine,Cinnamoylglycine_M-H2O+H,likely fail but check peak shape,y,,C11H11NO3,205.0738932,HMDB0011621,NA,HILIC,M-H2O+H,NA_HILIC_M-H2O+H,188.070605,52.4
Ken-IDX,2,A,8,BIS(3-AMINOPROPYL)AMINE,BIS(3-AMINOPROPYL)AMINE_M+H-NH3,pass,g,,C6H17N3,131.1422,HMDB0011634,C03375,HILIC,M+H-NH3,C03375_HILIC_M+H-NH3,115.122927,230.73972
Ken-IDX,2,A,8,BIS(3-AMINOPROPYL)AMINE,BIS(3-AMINOPROPYL)AMINE_M+H,pass,g,,C6H17N3,131.1422,HMDB0011634,C03375,HILIC,M+H,C03375_HILIC_M+H,132.149476,234.340968
Ken-IDX,2,A,8,BIS(3-AMINOPROPYL)AMINE,BIS(3-AMINOPROPYL)AMINE_M+Na,poor peak shape,y,,C6H17N3,131.1422,HMDB0011634,C03375,HILIC,M+Na,C03375_HILIC_M+Na,154.13142,232.215456
